Pattern,Text,Cause,Connector,Effect
(.*) so (.*?) that (.*),There is so much to know about our home planet that most geologists become specialists in one area.,There is,much to know about our home planet,most geologists become specialists in one area.
(.*?) so (.*),How do you think the instructions encoded in DNA reach the cytoplasm so they can be used to make proteins?,How do you think the instructions encoded in DNA reach the cytoplasm,they can be used to make proteins?
(.*?)(?:by|through) (.*),"Nucleic acids consist of chains of small molecules called nucleotides, which are held together by covalent bonds.","Nucleic acids consist of chains of small molecules called nucleotides, which are held together ",covalent bonds.
(.*?) as (.*),Nucleic acids include RNA (ribonucleic acid) as well as DNA (deoxyribonucleic acid).,Nucleic acids include RNA (ribonucleic acid),well as DNA (deoxyribonucleic acid).
(.*?) as (.*),"A: All biochemical compounds contain carbon, hydrogen, and oxygen; and proteins as well as nucleic acids contain nitrogen.","A: All biochemical compounds contain carbon, hydrogen, and oxygen; and proteins",well as nucleic acids contain nitrogen.
(.*?) as (.*),"Knowledge of light was needed for the invention of optical instruments such as microscopes, telescopes, and cameras, in addition to optical fibers.",Knowledge of light was needed for the invention of optical instruments such,"microscopes, telescopes, and cameras, in addition to optical fibers."
(.*?)(?:by|through) (.*),A: An image is a copy of an object created by the reflection or refraction of visible light.,A: An image is a copy of an object created ,the reflection or refraction of visible light.
(.*?) for (.*),A light microscope is an instrument that uses lenses to make enlarged images of objects that are too small for the unaided eye to see.,A light microscope is an instrument that uses lenses to make enlarged images of objects that are too small,the unaided eye to see.
(.*?) because (.*),"However, telescopes make enlarged images of objectssuch as distant starsthat only appear tiny because they are very far away.","However, telescopes make enlarged images of objectssuch as distant starsthat only appear tiny",they are very far away.
(.*?)(?:by|through) (.*),The image may be recorded on film or it may be detected by an electronic sensor that stores the image digitally.,The image may be recorded on film or it may be detected ,an electronic sensor that stores the image digitally.
(.*?)(?:by|through) (.*),Light passes through the lens at the front of the camera and enters the camera through an opening called the aperture.,Light passes ,the lens at the front of the camera and enters the camera through an opening called the aperture.
(.*?)(?:by|through) (.*),"As light passes through the lens, it forms a reduced real image.",As light passes ,"the lens, it forms a reduced real image."
(.*?) so (.*),Waves of laser light are synchronized so the crests and troughs of the waves line up.,Waves of laser light are synchronized,the crests and troughs of the waves line up.
(.*?) as (.*),Electrons in a material such as a ruby crystal are stimulated to radiate photons of light of one wavelength.,Electrons in a material such,a ruby crystal are stimulated to radiate photons of light of one wavelength.
(.*?)(?:by|through) (.*),"A constant stream of photons passes through the transparent part, forming the laser beam.",A constant stream of photons passes ,"the transparent part, forming the laser beam."
(.*?)(?:by|through) (.*),"Sounds or pictures are encoded in pulses of laser light, which are then sent through an optical fiber.","Sounds or pictures are encoded in pulses of laser light, which are then sent ",an optical fiber.
(.*?) so (.*),"All of the light reflects off the inside of the fiber, so none of it escapes.","All of the light reflects off the inside of the fiber,",none of it escapes.
(.*?)(?:by|through) (.*),"The compact disc (CD) player was the first laser-equipped device commonly used by consumers, starting in 1982.",The compact disc (CD) player was the first laser-equipped device commonly used ,"consumers, starting in 1982."
(.*?)(?:by|through) (.*),The CD player was quickly followed by the laser printer.,The CD player was quickly followed ,the laser printer.
(.*?) as (.*),"The optical fiber in the diagram is much larger than a real optical fiber, which is only about as wide as a human hair.","The optical fiber in the diagram is much larger than a real optical fiber, which is only about",wide as a human hair.
(.*?) as (.*),"Just as Earth orbits the sun, the moon also orbits Earth.",Just,"Earth orbits the sun, the moon also orbits Earth."
(.*?) because (.*),The moon is affected by Earths gravity more than it is by the gravity of the sun because the moon is much closer to Earth.,The moon is affected by Earths gravity more than it is by the gravity of the sun,the moon is much closer to Earth.
(.*) due to (.*),"In the diagram, v represents the forward velocity of the moon, and a represents the acceleration due to gravity between Earth and the moon.","In the diagram, v represents the forward velocity of the moon, and a represents the acceleration",gravity between Earth and the moon.
(.*) because of (.*),"Because of the suns relatively strong gravity, Earth and the other bodies constantly fall toward the sun, but they stay far enough away from the sun because of their forward velocity to fall around the sun instead of into it.","Because of the suns relatively strong gravity, Earth and the other bodies constantly fall toward the sun, but they stay far enough away from the sun",their forward velocity to fall around the sun instead of into it.
(.*?)(?:by|through) (.*),Orbital motion occurs whenever an object is moving forward and at the same time is pulled by gravity toward another object.,Orbital motion occurs whenever an object is moving forward and at the same time is pulled ,gravity toward another object.
(.*?) for (.*),Acidity is an important factor for living things.,Acidity is an important factor,living things.
(.*?) for (.*),"As a result, the water may become too acidic for fish and other water organisms to survive.","As a result, the water may become too acidic",fish and other water organisms to survive.
(.*?) because (.*),"Thats because carbon dioxide (CO2 ) in the air dissolves in raindrops, producing a weak acid called carbonic acid (H2 CO3 ), which has a pH of about 5.5.",Thats,"carbon dioxide (CO2 ) in the air dissolves in raindrops, producing a weak acid called carbonic acid (H2 CO3 ), which has a pH of about 5.5."
(.*?) because (.*),"For example, sulfuric acid (H2 SO4 ), which is found in car batteries, is a strong acid because nearly all of it breaks down into ions when it dissolves in water.","For example, sulfuric acid (H2 SO4 ), which is found in car batteries, is a strong acid",nearly all of it breaks down into ions when it dissolves in water.
(.*?) because (.*),"On the other hand, acetic acid (CH3 CO2 H), which is the acid in vinegar, is a weak acid because less than 1 percent of it breaks down into ions in water.","On the other hand, acetic acid (CH3 CO2 H), which is the acid in vinegar, is a weak acid",less than 1 percent of it breaks down into ions in water.
(.*?) because (.*),"For example, sodium hydroxide (NaOH), a base in drain cleaner, is a strong base because all of it breaks down into ions when it dissolves in water.","For example, sodium hydroxide (NaOH), a base in drain cleaner, is a strong base",all of it breaks down into ions when it dissolves in water.
(.*?) because (.*),"Calcium carbonate (CaCO3 ), a base in antacids, is a weak base because only a small percentage of it breaks down into ions in water.","Calcium carbonate (CaCO3 ), a base in antacids, is a weak base",only a small percentage of it breaks down into ions in water.
(.*?)(?:by|through) (.*),"By definition, pH represents the acidity, or hydrogen ion (H+ ) concentration, of a solution.",,"definition, pH represents the acidity, or hydrogen ion (H+ ) concentration, of a solution."
(.*?) (?:indicate|indicates|indicated|realize|realizes|realized|ensure|ensures|ensured|imply|implies|implied) (.*),Its important to realize that the pH scale is based on powers of ten.,Its important to,that the pH scale is based on powers of ten.
(.*?)(?:by|through) (.*),The acid in a car battery is strong enough to eat through skin.,The acid in a car battery is strong enough to eat ,skin.
(.*?) for (.*),Bases in antacid tablets are weak enough to take for an upset stomach.,Bases in antacid tablets are weak enough to take,an upset stomach.
(.*?)(?:by|through) (.*),Most of the energy used by living things comes either directly or indirectly from the sun.,Most of the energy used ,living things comes either directly or indirectly from the sun.
(.*?) because (.*),Thats because sunlight provides the energy for photosynthesis.,Thats,sunlight provides the energy for photosynthesis.
(.*?) for (.*),The overall chemical equation for photosynthesis is: 6CO2,The overall chemical equation,photosynthesis is: 6CO2
(.*?) for (.*),"Glucose, in turn, is used for energy by the cells of almost all living things.","Glucose, in turn, is used",energy by the cells of almost all living things.
(.*?) as (.*),Photosynthetic organisms such as plants make their own glucose.,Photosynthetic organisms such,plants make their own glucose.
(.*?)(?:by|through) (.*),Other organisms get glucose by consuming plants (or organisms that consume plants).,Other organisms get glucose ,consuming plants (or organisms that consume plants).
(.*?) since (.*),A position-time graph shows how far an object has traveled from its starting position at any given time since it started moving.,A position-time graph shows how far an object has traveled from its starting position at any given time,it started moving.
(.*?)(?:by|through) (.*),"In a position-time graph, the velocity of the moving object is represented by the slope, or steepness, of the graph line.","In a position-time graph, the velocity of the moving object is represented ","the slope, or steepness, of the graph line."
(.*?) so (.*),and so is the velocity.,and,is the velocity.
(.*?)(?:by|through) (.*),Average velocity equals the change in position (represented by d) divided by the corresponding change in time (represented by t):,Average velocity equals the change in position (represented ,d) divided by the corresponding change in time (represented by t):
(.*) because of (.*),The diver has energy because of her position high above the pool.,The diver has energy,her position high above the pool.
(.*) because of (.*),"Often, the person or object has potential energy because of its position or shape.","Often, the person or object has potential energy",its position or shape.
(.*) because of (.*),": Because the diver is high above the water, she has the potential to fall toward Earth because of gravity.",": Because the diver is high above the water, she has the potential to fall toward Earth",gravity.
(.*) due to (.*),Potential energy due to the position of an object above Earths surface is called gravitational potential energy.,Potential energy,the position of an object above Earths surface is called gravitational potential energy.
(.*) because of (.*),"Like the diver on the diving board, anything that is raised up above Earths surface has the potential to fall because of gravity.","Like the diver on the diving board, anything that is raised up above Earths surface has the potential to fall",gravity.
(.*?) for (.*),"(N  m), which is the SI unit for energy.","(N  m), which is the SI unit",energy.
(.*) because of (.*?) that (.*),Nuclear energy is stored in the nuclei of atoms because of the strong forces that hold the nucleus together.,Nuclear energy is stored in the nuclei of atoms,the strong forces,hold the nucleus together.
(.*?) so (.*),"Nuclei of radioactive elements such as uranium are unstable, so they break apart and release the stored energy.","Nuclei of radioactive elements such as uranium are unstable,",they break apart and release the stored energy.
(.*) due to (.*),Potential energy due to an objects shape is called elastic potential energy.,Potential energy,an objects shape is called elastic potential energy.
(.*) result(.*?)is (.*),This energy results when an elastic object is stretched or compressed.,This energy,s when an elastic object ,stretched or compressed.
(.*?)(?:by|through) (.*),Its spring has elastic potential energy when it is pressed down by the boys weight.,Its spring has elastic potential energy when it is pressed down ,the boys weight.
(.*?)(?:by|through) (.*),"Some of the bands elastic potential energy will be transferred to the stone, which will go flying through the air.","Some of the bands elastic potential energy will be transferred to the stone, which will go flying ",the air.
(.*?) because (.*),A: The tractor will get the job done faster because it has more power.,A: The tractor will get the job done faster,it has more power.
(.*?) because (.*),"In fact, because the tractor has 30 times the power of the six-horse team, ideally it can do the same work 30 times faster!","In fact,","the tractor has 30 times the power of the six-horse team, ideally it can do the same work 30 times faster!"
(.*?) if (.*),You can also calculate work if you know power and time by rewriting the power equation above as: Work = Power  Time,You can also calculate work,you know power and time by rewriting the power equation above as: Work = Power  Time
(.*?) for (.*),"For example, if you use a 1000-watt microwave oven for 20 seconds, how much work does it do?","For example, if you use a 1000-watt microwave oven","20 seconds, how much work does it do?"
(.*?) for (.*),First express 1000 watts in J/s and then substitute this value for power the work equation: Work = 1000,First express 1000 watts in J/s and then substitute this value,power the work equation: Work = 1000
(.*?) if (.*),Power can be calculated using the formula above if the amount of work and time are known.,Power can be calculated using the formula above,the amount of work and time are known.
(.*?) so (.*),"The 1000-watt microwave oven has more power, so it will heat the same amount of food in less time.","The 1000-watt microwave oven has more power,",it will heat the same amount of food in less time.
(.*?)(?:by|through) (.*),Power can be represented by the equation: Power = Work Time,Power can be represented ,the equation: Power = Work Time
(.*?) so (.*),"In this equation, work is measured in joules (J) and time is measured in seconds (s), so power is expressed in joules per second (J/s).","In this equation, work is measured in joules (J) and time is measured in seconds (s),",power is expressed in joules per second (J/s).
(.*?) as (.*),"This is the SI unit for power, also known as the watt (W).","This is the SI unit for power, also known",the watt (W).
(.*?) as (.*),Light bulbs and small appliances such as microwave ovens are labeled with the watts of power they provide.,Light bulbs and small appliances such,microwave ovens are labeled with the watts of power they provide.
(.*?) so (.*),"The 60-watt bulb is more powerful, so it produces brighter light.","The 60-watt bulb is more powerful,",it produces brighter light.
(.*?) because (.*),It occurs whenever an object curves down toward the ground because it has both a horizontal force and the downward force of gravity acting on it.,It occurs whenever an object curves down toward the ground,it has both a horizontal force and the downward force of gravity acting on it.
(.*)because of (.*),"Because of projectile motion, to hit the bulls eye of a target with an arrow, you actually have to aim for a spot above the bulls eye.",,"projectile motion, to hit the bulls eye of a target with an arrow, you actually have to aim for a spot above the bulls eye."
(.*?)(?:by|through) (.*),Ionic compounds are compounds that contain positive metal ions and negative nonmetal ions held together by ionic bonds.,Ionic compounds are compounds that contain positive metal ions and negative nonmetal ions held together ,ionic bonds.
(.*?)(?:by|through) (.*),(Ions are atoms that have become charged particles by gaining or losing electrons.),(Ions are atoms that have become charged particles ,gaining or losing electrons.)
(.*?)(?:by|through) (.*),This is represented by the chemical equation:,This is represented ,the chemical equation:
(.*?) (?:imply|implies|implied|indicate|indicates|indicated) (.*),"A pH value of 7 indicates a neutral solution, and a pH value less than 7 indicates an acidic solution.",A pH value of 7,"a neutral solution, and a pH value less than 7 indicates an acidic solution."
(.*?) as (.*),"The strongest acids, such as battery acid, have pH values close to zero.","The strongest acids, such","battery acid, have pH values close to zero."
(.*?) as (.*),Acids have certain other properties as well.,Acids have certain other properties,well.
(.*?) because (.*),"For example, acids can conduct electricity when dissolved in water because they consist of charged particles in solution.","For example, acids can conduct electricity when dissolved in water",they consist of charged particles in solution.
(.*?) (?:imply|implies|implied|indicate|indicates|indicated) (.*),It can be represented by the chemical equation: Zn + 2HCl  H2 + ZnCl2 Q: What sign indicates that a gas is being produced in this reaction?,It can be represented by the chemical equation: Zn + 2HCl  H2 + ZnCl2 Q: What sign,that a gas is being produced in this reaction?
(.*?)(?:by|through) (.*),A: The bubbles are hydrogen gas rising through the acid.,A: The bubbles are hydrogen gas rising ,the acid.
(.*?) so (.*),"Certain compounds, called indicators, change color when acids come into contact with them, so indicators can be used to detect acids.","Certain compounds, called indicators, change color when acids come into contact with them,",indicators can be used to detect acids.
(.*?) for (.*),Litmus isnt the only indicator for detecting acids.,Litmus isnt the only indicator,detecting acids.
(.*?) as (.*),"Red cabbage juice also works well, as you can see in this entertaining video.","Red cabbage juice also works well,",you can see in this entertaining video.
(.*?) (?:imply|implies|implied|indicate|indicates|indicated) (.*),"On this scale, a pH value of 7 indicates a neutral solution, and a pH value greater than 7 indicates a basic solution.","On this scale, a pH value of 7","a neutral solution, and a pH value greater than 7 indicates a basic solution."
(.*?) as (.*),"The strongest bases, such as drain cleaner, have a pH value close to 14.","The strongest bases, such","drain cleaner, have a pH value close to 14."
(.*?) so (.*),"Certain compounds, called indicators, change color when bases come into contact with them, so they can be used to detect bases.","Certain compounds, called indicators, change color when bases come into contact with them,",they can be used to detect bases.
(.*?) as (.*),"Red cabbage juice can also detect bases, as you can see in this video.","Red cabbage juice can also detect bases,",you can see in this video.
(.*?)(?:by|through) (.*),An ionic com- pound contains positive metal ions and negative nonmetal ions held together by ionic bonds.,An ionic com- pound contains positive metal ions and negative nonmetal ions held together ,ionic bonds.
(.*?) because (.*),(Ions are atoms that have become charged particles because they have either lost or gained electrons.),(Ions are atoms that have become charged particles,they have either lost or gained electrons.)
(.*?)(?:by|through) (.*),This can be represented by the equation:,This can be represented ,the equation:
(.*?) because (.*),Thats because its a base.,Thats,its a base.
(.*?) because (.*),"In addition, bases conduct electricity when dissolved in water because they consist of charged particles in solution.","In addition, bases conduct electricity when dissolved in water",they consist of charged particles in solution.
(.*?)(?:by|through) (.*),A property that is shared by bases and acids is the ability to conduct electricity when dissolved in water.,A property that is shared ,bases and acids is the ability to conduct electricity when dissolved in water.
(.*?) for (.*),Bases are used for a variety of purposes.,Bases are used,a variety of purposes.
(.*?) as (.*),"For example, soaps contain bases such as potassium hydroxide (KOH).","For example, soaps contain bases such",potassium hydroxide (KOH).
(.*?)(?:by|through) (.*),All electromagnetic waves travel at the same speed through empty space.,All electromagnetic waves travel at the same speed ,empty space.
(.*?)(?:by|through) (.*),"Because all electromagnetic waves travel at the same speed through space, a wave with a shorter wavelength must have a higher frequency, and vice versa.",Because all electromagnetic waves travel at the same speed ,"space, a wave with a shorter wavelength must have a higher frequency, and vice versa."
(.*?)(?:by|through) (.*),This relationship is represented by the equation: Speed = Wavelength  ,This relationship is represented ,the equation: Speed = Wavelength  
(.*?) for (.*),The equation for wave speed can be rewritten as:,The equation,wave speed can be rewritten as:
(.*?) if (.*),"Therefore, if either wavelength or frequency is known, the missing value can be calculated.","Therefore,","either wavelength or frequency is known, the missing value can be calculated."
(.*?)(?:by|through) (.*),Its frequency can be found by substituting these values into the frequency equation:,Its frequency can be found ,substituting these values into the frequency equation:
(.*) so (.*?) that (.*),"X rays are harmful but visible light is harmless, so you can infer that X rays have higher frequencies than visible light.","X rays are harmful but visible light is harmless,",you can infer,X rays have higher frequencies than visible light.
(.*?)(?:by|through) (.*),"A protein molecule is made from one or more long chains of amino acids, each linked to its neighbors by covalent bonds.","A protein molecule is made from one or more long chains of amino acids, each linked to its neighbors ",covalent bonds.
(.*?) as (.*),"If a protein has more than one chain, the chains are held together by weaker bonds, such as hydrogen bonds.","If a protein has more than one chain, the chains are held together by weaker bonds, such",hydrogen bonds.
(.*?) as (.*),Some of their functions include: making up tissues as components of muscle.,Some of their functions include: making up tissues,components of muscle.
(.*?) as (.*),speeding up biochemical reactions as enzymes.,speeding up biochemical reactions,enzymes.
(.*?) as (.*),regulating life processes as hormones.,regulating life processes,hormones.
(.*?) as (.*),helping to defend against infections as antibodies.,helping to defend against infections,antibodies.
(.*) (?:result|consequence) of (.*),A: The suns tremendous energy is the result of proton interactions.,A: The suns tremendous energy is the,proton interactions.
(.*?) as (.*),"In the sun, as well as in other stars, protons from hydrogen atoms combine, or fuse, to form nuclei of helium atoms.","In the sun,","well as in other stars, protons from hydrogen atoms combine, or fuse, to form nuclei of helium atoms."
(.*?) as (.*),This fusion reaction releases a huge amount of energy and takes place in nature only at the extremely high temperatures of stars such as the sun.,This fusion reaction releases a huge amount of energy and takes place in nature only at the extremely high temperatures of stars such,the sun.
(.*?) as (.*),"For example, hydrogen protons are exactly the same as protons of helium and all other elements, or pure substances.","For example, hydrogen protons are exactly the same","protons of helium and all other elements, or pure substances."
(.*?) for (.*),"The one proton in a hydrogen nucleus, for example, gives it a charge of +1, and the two protons in a helium nucleus give it a charge of +2.","The one proton in a hydrogen nucleus,","example, gives it a charge of +1, and the two protons in a helium nucleus give it a charge of +2."
(.*?)(?:by|through) (.*),The object lifted by a pulley is called the load.,The object lifted ,a pulley is called the load.
(.*?) as (.*),The mechanical advantage of a simple machine such as a pulley is the factor by which the machine changes the force applied to it.,The mechanical advantage of a simple machine such,a pulley is the factor by which the machine changes the force applied to it.
(.*?) so (.*),"All machines must overcome friction, so the ideal mechanical advantage is always somewhat greater than the actual mechanical advantage of the machine as it is used in the real world.","All machines must overcome friction,",the ideal mechanical advantage is always somewhat greater than the actual mechanical advantage of the machine as it is used in the real world.
(.*?) for (.*),"The more rope segments that are helping to do the lifting work, the less force that is needed for the job.","The more rope segments that are helping to do the lifting work, the less force that is needed",the job.
(.*?) so (.*),"In the single fixed pulley, only one rope segment pulls up on the load, so the ideal mechanical advantage is 1.","In the single fixed pulley, only one rope segment pulls up on the load,",the ideal mechanical advantage is 1.
(.*?) so (.*),"In the single moveable pulley, two rope segments pull up on the load, so the ideal mechanical advantage is 2.","In the single moveable pulley, two rope segments pull up on the load,",the ideal mechanical advantage is 2.
(.*?)(?:by|through) (.*),"This type of pulley doesnt change the direction of the force applied to it, but it increases the force by a factor of 2.","This type of pulley doesnt change the direction of the force applied to it, but it increases the force ",a factor of 2.
(.*?) so (.*),"In a compound pulley, two or more rope segments pull up on the load, so the ideal mechanical advantage is 2 or greater than 2.","In a compound pulley, two or more rope segments pull up on the load,",the ideal mechanical advantage is 2 or greater than 2.
(.*?)(?:by|through) (.*),"If a compound pulley has four rope segments pulling up on the load, by what factor does it multiply the force applied to the pulley?","If a compound pulley has four rope segments pulling up on the load, ",what factor does it multiply the force applied to the pulley?
(.*?) (?:imply|implies|implied|mean|means|indicate|indicates|indicated) (.*),This means that the compound pulley multiplies the force applied to it by a factor of 4.,This,that the compound pulley multiplies the force applied to it by a factor of 4.
(.*?) if (.*),"For example if 400 Newtons of force were applied to the pulley, the pulley would apply 1600 Newtons of force to the load.",For example,"400 Newtons of force were applied to the pulley, the pulley would apply 1600 Newtons of force to the load."
(.*?)(?:by|through) (.*),"When the waves are received by television sets, they are decoded and changed back to sounds and pictures.",When the waves are received ,"television sets, they are decoded and changed back to sounds and pictures."
(.*?)(?:by|through) (.*),"In radio broadcasts, sounds are encoded in radio waves, and then the waves are sent out through the atmosphere from a radio tower.","In radio broadcasts, sounds are encoded in radio waves, and then the waves are sent out ",the atmosphere from a radio tower.
(.*?) for (.*),AM stands for amplitude modulation.,AM stands,amplitude modulation.
(.*?)(?:by|through) (.*),"In AM broadcasts, sound signals are encoded by changing the am- plitude, or maximum height, of radio waves.","In AM broadcasts, sound signals are encoded ","changing the am- plitude, or maximum height, of radio waves."
(.*)because of (.*),"Because of their longer wavelengths, AM waves reflect off a layer of the upper atmosphere called the ionosphere.",,"their longer wavelengths, AM waves reflect off a layer of the upper atmosphere called the ionosphere."
(.*?) for (.*),FM stands for frequency modulation.,FM stands,frequency modulation.
(.*?)(?:by|through) (.*),"In FM broadcasts, sound signals are encoded by changing the frequency of radio waves.","In FM broadcasts, sound signals are encoded ",changing the frequency of radio waves.
(.*?) so (.*),"Frequency modulation allows FM waves to encode more information than does amplitude modulation, so FM broadcasts usually produce clearer sounds than AM broadcasts.","Frequency modulation allows FM waves to encode more information than does amplitude modulation,",FM broadcasts usually produce clearer sounds than AM broadcasts.
(.*?) (?:imply|implies|implied|mean|means|indicate|indicates|indicated) (.*),"However, the relatively short wavelengths of FM waves means that they dont reflect off the ionosphere as AM waves do.","However, the relatively short wavelengths of FM waves",that they dont reflect off the ionosphere as AM waves do.
(.*?)(?:by|through) (.*),"Instead, FM waves pass through the ionosphere and out into space.","Instead, FM waves pass ",the ionosphere and out into space.
(.*?) as (.*),They transfer energy across space as well as through matter.,They transfer energy across space,well as through matter.
(.*?) for (.*),They are used for radio and television broadcasts and many other purposes.,They are used,radio and television broadcasts and many other purposes.
(.*?)(?:by|through) (.*),"Radioactive decay is the process in which the nuclei of radioactive atoms emit charged particles and energy, which are called by the general term radiation.","Radioactive decay is the process in which the nuclei of radioactive atoms emit charged particles and energy, which are called ",the general term radiation.
(.*?) because (.*),Radioactive decay is a nuclearrather than chemicalreaction because it involves only the nuclei of atoms.,Radioactive decay is a nuclearrather than chemicalreaction,it involves only the nuclei of atoms.
(.*?) because (.*),Thats because they differ in how far they can travel and what they can penetrate.,Thats,they differ in how far they can travel and what they can penetrate.
(.*?)(?:by|through) (.*),"Both alpha and beta decay change the number of protons in an atoms nucleus, thereby changing the atom to a different element.","Both alpha and beta decay change the number of protons in an atoms nucleus, there",changing the atom to a different element.
(.*?) so (.*),"In gamma decay, no change in proton number occurs, so the atom does not become a different element.","In gamma decay, no change in proton number occurs,",the atom does not become a different element.
(.*?) so (.*),"A: From the periodic table, the atomic number of polonium is 84, so it has 84 protons.","A: From the periodic table, the atomic number of polonium is 84,",it has 84 protons.
(.*?)(?:by|through) (.*),"If it loses two protons through alpha decay, it will have 82 protons.",If it loses two protons ,"alpha decay, it will have 82 protons."
(.*?)(?:by|through) (.*),"Radioactivity was discovered in 1896 by a French physicist named Antoine Henri Becquerel, who is pictured 1.1.",Radioactivity was discovered in 1896 ,"a French physicist named Antoine Henri Becquerel, who is pictured 1.1."
(.*?) if (.*),"Becquerel wanted to see if the glow was caused by rays of energy, like rays of light or X-rays.",Becquerel wanted to see,"the glow was caused by rays of energy, like rays of light or X-rays."
(.*?) as (.*),"The next day, there was an image on the plate, just as Becquerel expected.","The next day, there was an image on the plate, just",Becquerel expected.
(.*?) so (.*),"Becquerel was a good scientist, so he wanted to repeat his experiment to confirm his results.","Becquerel was a good scientist,",he wanted to repeat his experiment to confirm his results.
(.*?) so (.*),"However, the day had turned cloudy, so he tucked the plate and uranium in a drawer to try again another day.","However, the day had turned cloudy,",he tucked the plate and uranium in a drawer to try again another day.
(.*?) for (.*),"He had discovered radioactivity, for which he received a Nobel prize.","He had discovered radioactivity,",which he received a Nobel prize.
(.*?) for (.*),She won two Nobel Prizes for her discoveries.,She won two Nobel Prizes,her discoveries.
(.*?)(?:by|through) (.*),The charged particles and energy are called by the general term radiation.,The charged particles and energy are called ,the general term radiation.
(.*?) because (.*),"They are unstable because they have too much energy, too many protons, or an unstable ratio of protons to neutrons.",They are unstable,"they have too much energy, too many protons, or an unstable ratio of protons to neutrons."
(.*?) as (.*),"For example, all elements with more than 83 protonssuch as uranium, radium, and poloniumhave unstable nuclei.","For example, all elements with more than 83 protonssuch","uranium, radium, and poloniumhave unstable nuclei."
(.*?) because (.*),Thats because each element has a unique number of protons.,Thats,each element has a unique number of protons.
(.*?) so (.*),"Their nuclei are unstable, so they break down, or decay, and emit radiation.","Their nuclei are unstable,","they break down, or decay, and emit radiation."
(.*?) because (.*),A: The nucleus may be unstable because it has too many protons or an unstable ratio of protons to neutrons.,A: The nucleus may be unstable,it has too many protons or an unstable ratio of protons to neutrons.
(.*?) (?:imply|implies|implied|mean|means|indicate|indicates|indicated) (.*),This means that all carbon atoms have 6 protons per nucleus.,This,that all carbon atoms have 6 protons per nucleus.
(.*?) so (.*),"This gives carbon-12 nuclei a 1:1 ratio of protons to neutrons, so carbon-12 nuclei are stable.","This gives carbon-12 nuclei a 1:1 ratio of protons to neutrons,",carbon-12 nuclei are stable.
(.*?) so (.*),"The nuclei of carbon-14 atoms are unstable because they have too many neutrons relative to protons, so they gradually decay.","The nuclei of carbon-14 atoms are unstable because they have too many neutrons relative to protons,",they gradually decay.
(.*?)(?:by|through) (.*),The relationship between reactants and products in a chemical reaction can be represented by a chemical equation that has this general form: Reactants  Products,The relationship between reactants and products in a chemical reaction can be represented ,a chemical equation that has this general form: Reactants  Products
(.*?) as (.*),Q: Write a general chemical equation for the reaction that occurs when a fuel such as candle wax burns.,Q: Write a general chemical equation for the reaction that occurs when a fuel such,candle wax burns.
(.*?) for (.*),The general equation for this type of reaction is: Fuel + O2  CO2 + H2 O Q: How do the reactants in a chemical reaction turn into the products?,The general equation,this type of reaction is: Fuel + O2  CO2 + H2 O Q: How do the reactants in a chemical reaction turn into the products?
(.*?) as (.*),Both hydrogen and oxygen gases exist as diatomic (two-atom) molecules.,Both hydrogen and oxygen gases exist,diatomic (two-atom) molecules.
(.*?)(?:by|through) (.*),Q: Did you ever make a volcano by pouring vinegar over a mountain of baking soda?,Q: Did you ever make a volcano ,pouring vinegar over a mountain of baking soda?
(.*?) because (.*),You know because the bubbles are evidence that a gas has been produced and production of a gas is a sign of a chemical reaction.,You know,the bubbles are evidence that a gas has been produced and production of a gas is a sign of a chemical reaction.
(.*?) for (.*),The equation for the reaction is: 2K + 2H2,The equation,the reaction is: 2K + 2H2
(.*?) so (.*),"Potassium is a highly reactive group 1 alkali metal, so its reaction with water is explosive.","Potassium is a highly reactive group 1 alkali metal,",its reaction with water is explosive.
(.*?) as (.*),"Another group 1 element, such as lithium or sodium, might be involved in a similar replacement reaction with water.","Another group 1 element, such","lithium or sodium, might be involved in a similar replacement reaction with water."
(.*?)(?:by|through) (.*),These are compounds in which positive ions of a metal and negative ions of a nonmetal are held together by ionic bonds.,These are compounds in which positive ions of a metal and negative ions of a nonmetal are held together ,ionic bonds.
(.*?)(?:by|through) (.*),A double replacement reaction can be represented by the general equation:,A double replacement reaction can be represented ,the general equation:
(.*?)(?:by|through) (.*),"In an ionic compound, the positive metal ion is always written first, followed by the negative nonmetal ion.","In an ionic compound, the positive metal ion is always written first, followed ",the negative nonmetal ion.
(.*?)(?:by|through) (.*),"Therefore, A and C must always come first, followed by D or","Therefore, A and C must always come first, followed ",D or
(.*?)(?:by|through) (.*),This reaction is represented by the equation: NaCl + AgF  NaF + AgCl,This reaction is represented ,the equation: NaCl + AgF  NaF + AgCl
(.*?) so (.*),"During the reaction, chloride and fluoride ions change places, so two new compounds are formed in the products: sodium fluoride (NaF) and silver chloride (AgCl).","During the reaction, chloride and fluoride ions change places,",two new compounds are formed in the products: sodium fluoride (NaF) and silver chloride (AgCl).
(.*?) for (.*),What is the chemical equation for this reaction?,What is the chemical equation,this reaction?
(.*?) for (.*),The chemical equation for this reaction is: FeS + 2HCl  H2 S + FeCl2,The chemical equation,this reaction is: FeS + 2HCl  H2 S + FeCl2
(.*?) because (.*),He chose gold because it can be pounded into sheets that are only 0.00004 cm thick.,He chose gold,it can be pounded into sheets that are only 0.00004 cm thick.
(.*?)(?:by|through) (.*),It would be used to detect the alpha particles after they passed through the foil.,It would be used to detect the alpha particles after they passed ,the foil.
